customer_id,purchase_id,value,expenses,profit,bought_by,payment_method,purchase_date
1058,P100200,4745.14,2369.39,2375.7500000000005,Cellphone,Cash,11-02-2025
1017,P100201,$3482.56,,1436.8799999999999,Store,Money,14/03/2025
1041,P100202,1976.82,728.13,1248.69,Store,cash,2035-01-01
1090,P100203,4159.78,1420.54,2739.24,Pc,PIX,05/02/2025
1091,P100204,2256.35,1486.39,769.9599999999998,cellphone,cash,
1089,P100205,3198.14,1122.51,2075.63,Store,Credit Card,2024/10/23
1096,P100206,"547,6",196.68,350.92,Buy Local,Debit,2025/06/10
1059,P100207,"R$2512,32",$1273.7,1238.6200000000001,pc,credit card,25/06/2024
1044,P100208,999999,error,430.84000000000003,Cellphone,credit card,2026-01-04
1002,P100209,3392.15,"1352,15",999,BUY LOCAL,Cash,04/05/2026
1051,P100210,3293.39,1769.7,1523.6899999999998,cellphone,Cash,99/99/9999
1026,P100211,3984.12,2575.37,1408.75,Computer,Money,2025/01/13
1067,P100212,$1955.42,-1047.18,908.24,Pc,PIX,07-16-2025
1010,P100213,,$447.2,760.8899999999999,Buy Local,CREDIT,2026/02/04
1023,P100214,$4597.42,$3946.5,650.9200000000001,Pc,Pix,11-08-2024
1006,P100215,,1014.89,1418.46,cellphone,Money,2025/07/22
1062,P100216,"R$3983,49","1722,13",2261.3599999999997,Phone,Money,2026-06-01
1073,P100217,4119.95,"R$2142,86",1977.0899999999997,BUY LOCAL,Debit,2024-09-13
1094,P100218,unknown,-1351.71,150.87999999999988,Phone,credit card,30/04/2026
1026,P100219,1766.14,$1283.02,random,PC,Pix,10-21-2025
1068,P100220,1477.32,950.86,526.4599999999999,pc,CREDIT,2025/02/09
1007,P100221,"651,9",534.33,117.56999999999994,Store,Cash,04-07-2026
1080,P100222,2270.92,"R$1544,63",726.29,Desktop,Pix,2025/11/01
1041,P100223,4238.89,1508.56,2730.3300000000004,pc,cash,2025/07/22
1027,P100224,$1432.29,900.03,532.26,Store,Credit Card,2035-01-01
1002,P100225,2217.6,"666,18",1551.42,Pc,PIX,Nov 24 2024
1011,P100226,$1871.78,,295.22,Computer,Cash,2024-10-19
1000,P100167,"R$1146,43",811.66,334.7700000000001,cellphone,CREDIT,09/04/2025
1049,P100228,"533,94",,256.00000000000006,Pc,CREDIT,02-05-2026
1001,P100229,1768.91,756.8,1012.1100000000001,Phone,Debit,2024-10-26
1017,P100230,-1932.48,$1696.62,235.86000000000013,pc,Debit,08-15-2025
1092,P100231,3458.57,-2797.07,661.5,BUY LOCAL,Debit,Feb 17 2026
1082,P100232,$4774.26,2849.91,1924.3500000000004,BUY LOCAL,Credit Card,Jun 09 2026
1016,P100233,$2115.9,999999,787.51,pc,Credit Card,2025-08-08
1033,P100234,"4744,43",2556.23,2188.2000000000003,cellphone,Cash,06-06-2026
1068,P100235,"1563,34",948.61,614.7299999999999,cellphone,credit card,2024/06/23
1093,P100236,$1237.51,1057.79,random,pc,Credit Card,2025-10-01
1020,P100237,"2595,77",,536.02,Desktop,credit card,2025-03-01
1042,P100238,338.08,"R$245,92",92.16,Cellphone,Credit Card,07-07-2025
1021,P100239,532.47,"343,1",189.37,PC,Credit Card,2024/07/08
1046,P100240,4657.18,3793.23,863.9500000000003,cellphone,Debit,2024/09/17
1092,P100241,2866.25,"R$1065,21",1801.04,BUY LOCAL,Credit Card,2026-06-14
1059,P100242,unknown,,1015.86,Desktop,Debit,03-31-2025
1063,P100243,3667.67,$2303.06,1364.6100000000001,PC,Debit,2026-05-06
1042,,3293.37,$2665.67,627.6999999999998,Computer,Cash,2026-03-30
1018,P100245,4607.95,3863.18,744.77,pc,credit card,2026/03/11
1009,P100186,"4821,81",-2131.54,2690.2700000000004,Cellphone,Pix,16/02/2025
1009,P100247,$3855.33,unknown,2446.66,pc,cash,25/12/2024
1057,P100248,617.17,243.52,373.65,PC,Debit,Aug 06 2024
1018,P100249,1791.6,"1089,43",702.1699999999998,PC,Cash,12-27-2024
1095,P100250,$527.5,"R$409,49",118.00999999999999,Computer,CREDIT,2026/05/05
1047,P100251,438.52,"R$285,77",152.75,Computer,Money,2025-09-06
1042,P100252,error,232.57,39.610000000000014,cellphone,Cash,23/08/2024
1023,P100253,760.18,508.15,252.02999999999997,BUY LOCAL,Money,Aug 28 2024
1049,P100254,4425.57,2723.89,1701.6799999999998,cellphone,Pix,2026/01/12
1044,P100255,-1954.14,"797,07",1157.0700000000002,Desktop,Credit Card,2025/07/05
1067,P100256,"1179,16","466,68",712.48,PC,Debit,2026/03/18
1045,P100257,-885.09,391.15,493.94000000000005,Buy Local,Credit Card,Aug 15 2024
1072,P100258,957.4,854.77,102.63,Phone,Credit Card,03/02/2026
1077,P100259,"23,4",$19.91,3.4899999999999984,Cellphone,Credit Card,99/99/9999
1099,P100260,1837.15,631.1,1206.0500000000002,Cellphone,PIX,07/02/2026
1093,P100261,$4804.1,3312.47,1491.6300000000006,Buy Local,Pix,09-28-2024
1022,P100262,"R$1486,7",604.53,882.1700000000001,Buy Local,Credit Card,Sep 30 2024
1078,P100263,4684.71,"1800,74",2883.9700000000003,Pc,credit card,Nov 17 2025
1057,,-1064.23,761.89,302.34000000000003,PC,Cash,2025/06/27
1021,P100265,$1905.99,999999,709.76,Store,Debit,2025-08-24
1004,P100266,$4759.28,,3119.6099999999997,BUY LOCAL,credit card,10-29-2024
1061,P100267,error,"R$2175,95",1099.15,Computer,Cash,01-14-2025
1033,P100268,497.66,266.62,,pc,PIX,08-06-2025
1061,P100048,999999,$2834.35,363.84000000000015,Phone,Money,May 01 2026
1011,P100270,$1867.68,"R$987,75",879.9300000000001,Desktop,Debit,10-07-2025
1007,P100271,501.58,error,150.02999999999997,Computer,cash,2025/05/17
1066,P100272,4337.13,999999,424,BUY LOCAL,cash,12-04-2024
1018,P100273,880.94,784.58,-67,Store,Cash,14/06/2026
1076,P100274,,,3016.96,Desktop,cash,2025-08-15
1100,P100275,$3912.79,1437.99,2474.8,pc,credit card,2026-01-30
1100,P100276,,946.85,785.62,PC,CREDIT,10/01/2026
1079,P100277,-213.14,"177,7",35.44,Desktop,Pix,
1039,P100278,3486.99,$1251.59,2235.3999999999996,Phone,Pix,2024/11/26
1077,P100279,1072.72,852.15,220.57000000000005,PC,cash,2025-12-28
1039,P100280,3906.97,$2401.11,1505.8599999999997,Computer,Credit Card,2025/02/20
1006,P100281,1384.41,1099.37,random,Cellphone,Money,28/04/2025
1060,P100282,834.3,698.05,136.25,cellphone,Credit Card,11-26-2025
1099,P100283,"3243,95",error,299,Phone,CREDIT,11-09-2025
1001,P100284,4716.16,"3431,69",1284.4699999999998,Cellphone,Money,2025/04/09
1038,P100285,1997.82,721.99,1275.83,Cellphone,cash,05-29-2025
1036,P100286,337.91,301.76,36.150000000000034,Store,PIX,05-22-2026
1097,P100225,3309.44,2344.58,964.8600000000001,Desktop,Cash,2025-07-30
1074,P100288,"965,78",710.75,255.02999999999997,Store,Pix,08/06/2025
1084,P100289,"506,06",190.67,315.39,Pc,Pix,24/09/2024
1045,P100290,,1759.03,354.91999999999985,pc,Money,31/02/2025
1060,P100291,"4340,14","R$2295,94",2044.2000000000003,Pc,Debit,12-14-2024
1058,P100292,-918.18,319.97,598.2099999999999,PC,Credit Card,11/08/2024
1097,P100293,809.01,$623.85,185.15999999999997,cellphone,Cash,2025/03/12
1049,,2678.24,1977.6,700.6399999999999,BUY LOCAL,Debit,31/02/2025
1080,P100295,$4387.39,2137.78,2249.61,pc,Credit Card,Sep 22 2025
1058,P100296,1702.42,-1417.75,284.6700000000001,Cellphone,Debit,2025/08/27
1002,P100297,673.4,$498.62,174.77999999999997,Store,Credit Card,Dec 18 2024
1098,P100025,"R$3316,61",2295.56,1021.0500000000002,cellphone,credit card,2025/09/23
1089,P100299,3158.95,1518.41,1640.5399999999997,Buy Local,CREDIT,2024-12-11
1065,P100300,$587.78,$213.81,373.96999999999997,BUY LOCAL,Debit,2024/06/28
1037,P100301,4553.58,"3246,35",-409,Buy Local,Money,2024-08-17
1099,P100302,"524,43",237.85,286.5799999999999,Phone,Credit Card,24/12/2025
1005,P100303,$3390.3,1883.64,1506.66,PC,CREDIT,26/10/2025
1042,P100304,"R$3116,6",2577.69,,Phone,PIX,2024/08/07
1053,P100305,"R$583,02",418.43,,Buy Local,Money,2024/12/17
1099,P100074,2425.74,unknown,999,PC,cash,08-14-2024
1092,P100307,3355.82,1687.91,random,Phone,Pix,2026/05/27
1019,P100308,4939.2,$1643.47,3295.7299999999996,Phone,CREDIT,2024/07/17
1041,P100309,270.75,error,153.35,Phone,Money,2026/04/21
1011,P100310,611.16,$365.73,245.42999999999995,BUY LOCAL,cash,31/02/2025
1077,P100311,4452.75,unknown,1614.5700000000002,PC,Debit,Aug 17 2024
1071,P100312,unknown,"R$1859,0",1729.96,PC,Pix,Jul 27 2025
1070,P100313,$247.97,98.81,149.16,pc,PIX,24/12/2024
1015,P100314,2296.09,$1765.35,530.7400000000002,Store,credit card,2025/01/25
1058,P100315,690.49,"R$413,81",276.68,Buy Local,Money,24/11/2025
1088,P100316,659.34,351.06,308.28000000000003,cellphone,Cash,05/07/2025
1035,P100317,$1484.98,1162.56,322.4200000000001,BUY LOCAL,PIX,12-06-2024
1040,P100318,3170.26,"1333,2",1837.0600000000002,Store,CREDIT,15/08/2025
1064,P100319,3557.56,2691.17,866.3899999999999,cellphone,cash,2024/10/03
1001,P100084,"284,26",94.93,189.32999999999998,Store,PIX,2026-01-05
1088,P100321,unknown,1398.81,1316.23,BUY LOCAL,Debit,06-19-2026
1049,P100322,3998.13,1889.45,2108.6800000000003,Store,Pix,2026-05-09
1001,P100323,unknown,"3548,21",798.6599999999999,Store,Pix,09-09-2025
1094,P100324,$4822.16,2297.79,-323,cellphone,Credit Card,09-13-2025
1033,P100325,1289.98,$642.85,-170,Store,PIX,06-25-2025
1070,P100326,$1602.94,"R$692,43",910.5100000000001,cellphone,cash,2024-12-28
1044,P100327,"1672,78",863.96,808.8199999999999,BUY LOCAL,Credit Card,Feb 22 2026
1057,P100328,"R$4594,66",2050.58,2544.08,pc,Cash,Jun 25 2025
1003,P100329,unknown,"R$1475,28",412.01,Computer,Pix,2026-03-12
1021,P100330,"2675,36",1808.97,866.3900000000001,Store,Cash,05/05/2025
1068,P100331,3712.05,"R$2082,99",1629.0600000000004,PC,Money,2024-11-17
1011,P100332,1274.5,436.22,838.28,Phone,Cash,2024-09-04
1049,P100333,3214.29,2156.82,1057.4699999999998,pc,Pix,2024-09-06
1037,P100334,error,,108.57,Phone,CREDIT,16/11/2025
1095,P100335,$2737.71,2398.45,339.2600000000002,Store,Pix,2025-05-23
1070,P100336,,146.77,999,Computer,Cash,03-25-2025
1018,P100337,$4177.05,1740.14,2436.91,BUY LOCAL,Money,2025-05-18
1037,P100338,1003.14,-650.39,352.75,Computer,credit card,2025-05-08
1024,P100339,3089.39,1493.43,1595.9599999999998,Cellphone,Cash,Jun 20 2025
1031,P100340,-3211.38,1496.53,1714.8500000000001,Phone,Money,Apr 24 2026
1062,P100341,3041.01,$2448.24,592.7700000000004,Desktop,credit card,2026-01-10
1064,P100342,"2902,93","R$2210,64",692.29,BUY LOCAL,Money,04/08/2024
1046,P100343,$2956.21,2407.24,-128,Store,Debit,11-28-2025
1087,P100344,2242.18,913.66,1328.52,Phone,Pix,2035-01-01
1029,P100345,233.19,,134.3,Phone,Credit Card,
1013,P100346,"4151,64",3325.15,,Cellphone,credit card,2024/09/07
1028,P100347,4341.24,2570.52,1770.7199999999998,Pc,Money,2024-08-09
1065,P100348,950.79,$491.88,458.90999999999997,Cellphone,credit card,2025/05/01
1061,P100349,"R$4170,16",1307.21,144,Buy Local,CREDIT,
1023,P100350,4846.83,3308.32,1538.5099999999998,pc,Debit,2025/03/13
1061,P100351,3012.18,$2339.77,672.4099999999999,Desktop,CREDIT,Mar 06 2026
1058,P100212,"1939,6",708.23,1231.37,cellphone,CREDIT,23/04/2026
1060,P100353,4391.21,"R$2717,54",1673.67,Buy Local,cash,2024/09/15
1066,P100354,3494.26,1947.61,1546.6500000000003,Cellphone,credit card,Jan 02 2025
1061,P100355,437.41,"288,24",261,Buy Local,cash,2024-11-18
